location_name,latitude,longitude,parameter,value,unit,timestamp
Barcelona - Zona Universitària,41.386,2.113,SO2,13.99,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,44.8,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,18.69,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,34.81,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,73.08,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.42,mg/m³,2026-06-13T23:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,3.15,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,37.63,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,21.22,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,26.19,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,57.59,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.23,mg/m³,2026-06-13T22:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,9.12,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,8.66,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,53.87,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,28.28,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,29.07,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.79,mg/m³,2026-06-13T21:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,14.38,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,39.49,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,50.48,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,47.76,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,58.56,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.27,mg/m³,2026-06-13T20:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,6.72,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,19.91,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,22.99,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,51.17,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,54.71,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.25,mg/m³,2026-06-13T19:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,4.08,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,32.33,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,13.81,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,57.56,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,54.66,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.01,mg/m³,2026-06-13T18:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,9.29,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,37.99,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,27.39,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,48.9,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,59.6,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.61,mg/m³,2026-06-13T17:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,13.3,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,36.9,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,42.92,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,57.53,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,80.71,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.45,mg/m³,2026-06-13T16:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,12.72,µg/m³,2026-06-13T16:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,32.9,µg/m³,2026-06-14T15:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,44.01,µg/m³,2026-06-14T15:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,45.93,µg/m³,2026-06-14T15:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,72.69,µg/m³,2026-06-14T15:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.4,mg/m³,2026-06-14T15:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,13.33,µg/m³,2026-06-14T15:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,39.87,µg/m³,2026-06-14T14:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,11.46,µg/m³,2026-06-14T14:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,56.29,µg/m³,2026-06-14T14:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,29.02,µg/m³,2026-06-14T14:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.74,mg/m³,2026-06-14T14:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,11.41,µg/m³,2026-06-14T14:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,11.43,µg/m³,2026-06-14T13:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,50.9,µg/m³,2026-06-14T13:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,56.61,µg/m³,2026-06-14T13:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,55.52,µg/m³,2026-06-14T13:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.11,mg/m³,2026-06-14T13:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,5.02,µg/m³,2026-06-14T13:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,29.68,µg/m³,2026-06-14T12:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,59.06,µg/m³,2026-06-14T12:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,46.59,µg/m³,2026-06-14T12:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,38.19,µg/m³,2026-06-14T12:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.3,mg/m³,2026-06-14T12:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,8.56,µg/m³,2026-06-14T12:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,36.19,µg/m³,2026-06-14T11:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,15.35,µg/m³,2026-06-14T11:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,53.05,µg/m³,2026-06-14T11:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,57.89,µg/m³,2026-06-14T11:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.93,mg/m³,2026-06-14T11:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,5.79,µg/m³,2026-06-14T11:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,30.3,µg/m³,2026-06-14T10:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,56.6,µg/m³,2026-06-14T10:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,20.13,µg/m³,2026-06-14T10:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,85.61,µg/m³,2026-06-14T10:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.41,mg/m³,2026-06-14T10:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,1.95,µg/m³,2026-06-14T10:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,17.04,µg/m³,2026-06-14T09:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,45.41,µg/m³,2026-06-14T09:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,18.37,µg/m³,2026-06-14T09:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,60.75,µg/m³,2026-06-14T09:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.76,mg/m³,2026-06-14T09:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,9.69,µg/m³,2026-06-14T09:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,6.83,µg/m³,2026-06-14T08:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,53.58,µg/m³,2026-06-14T08:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,63.67,µg/m³,2026-06-14T08:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,87.82,µg/m³,2026-06-14T08:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.52,mg/m³,2026-06-14T08:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,2.82,µg/m³,2026-06-14T08:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,35.33,µg/m³,2026-06-14T07:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,11.23,µg/m³,2026-06-14T07:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,16.11,µg/m³,2026-06-14T07:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,42.65,µg/m³,2026-06-14T07:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.03,mg/m³,2026-06-14T07:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,11.79,µg/m³,2026-06-14T07:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,32.33,µg/m³,2026-06-14T06:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,32.3,µg/m³,2026-06-14T06:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,28.68,µg/m³,2026-06-14T06:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,89.8,µg/m³,2026-06-14T06:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.91,mg/m³,2026-06-14T06:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,7.32,µg/m³,2026-06-14T06:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,11.54,µg/m³,2026-06-14T05:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,49.74,µg/m³,2026-06-14T05:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,49.68,µg/m³,2026-06-14T05:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,35.45,µg/m³,2026-06-14T05:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.26,mg/m³,2026-06-14T05:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,10.53,µg/m³,2026-06-14T05:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,31.18,µg/m³,2026-06-14T04:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,23.66,µg/m³,2026-06-14T04:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,62.54,µg/m³,2026-06-14T04:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,30.57,µg/m³,2026-06-14T04:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.92,mg/m³,2026-06-14T04:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,14.21,µg/m³,2026-06-14T04:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,21.79,µg/m³,2026-06-14T03:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,41.93,µg/m³,2026-06-14T03:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,34.88,µg/m³,2026-06-14T03:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,39.2,µg/m³,2026-06-14T03:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.97,mg/m³,2026-06-14T03:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,6.73,µg/m³,2026-06-14T03:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,40.76,µg/m³,2026-06-14T02:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,21.5,µg/m³,2026-06-14T02:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,25.66,µg/m³,2026-06-14T02:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,22.18,µg/m³,2026-06-14T02:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.34,mg/m³,2026-06-14T02:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,6.16,µg/m³,2026-06-14T02:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,39.57,µg/m³,2026-06-14T01:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,33.66,µg/m³,2026-06-14T01:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,63.41,µg/m³,2026-06-14T01:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,32.99,µg/m³,2026-06-14T01:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.75,mg/m³,2026-06-14T01:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,11.87,µg/m³,2026-06-14T01:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,35.84,µg/m³,2026-06-14T00:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,52.24,µg/m³,2026-06-14T00:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,53.05,µg/m³,2026-06-14T00:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,63.84,µg/m³,2026-06-14T00:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.35,mg/m³,2026-06-14T00:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,1.46,µg/m³,2026-06-14T00:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,41.83,µg/m³,2026-06-13T23:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,40.83,µg/m³,2026-06-13T23:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,54.83,µg/m³,2026-06-13T23:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,53.71,µg/m³,2026-06-13T23:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.32,mg/m³,2026-06-13T23:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,2.75,µg/m³,2026-06-13T23:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,32.42,µg/m³,2026-06-13T22:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,31.52,µg/m³,2026-06-13T22:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,25.03,µg/m³,2026-06-13T22:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,54.41,µg/m³,2026-06-13T22:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.22,mg/m³,2026-06-13T22:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,9.15,µg/m³,2026-06-13T22:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,15.76,µg/m³,2026-06-13T21:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,49.88,µg/m³,2026-06-13T21:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,30.52,µg/m³,2026-06-13T21:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,51.87,µg/m³,2026-06-13T21:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.12,mg/m³,2026-06-13T21:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,2.01,µg/m³,2026-06-13T21:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,20.7,µg/m³,2026-06-13T20:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,34.0,µg/m³,2026-06-13T20:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,45.0,µg/m³,2026-06-13T20:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,40.42,µg/m³,2026-06-13T20:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.42,mg/m³,2026-06-13T20:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,13.04,µg/m³,2026-06-13T20:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,36.19,µg/m³,2026-06-13T19:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,11.98,µg/m³,2026-06-13T19:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,39.03,µg/m³,2026-06-13T19:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,27.35,µg/m³,2026-06-13T19:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.56,mg/m³,2026-06-13T19:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,14.81,µg/m³,2026-06-13T19:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,10.7,µg/m³,2026-06-13T18:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,34.94,µg/m³,2026-06-13T18:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,45.91,µg/m³,2026-06-13T18:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,69.17,µg/m³,2026-06-13T18:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.16,mg/m³,2026-06-13T18:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,1.14,µg/m³,2026-06-13T18:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,18.06,µg/m³,2026-06-13T17:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,35.89,µg/m³,2026-06-13T17:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,19.39,µg/m³,2026-06-13T17:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,44.54,µg/m³,2026-06-13T17:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,0.16,mg/m³,2026-06-13T17:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,2.1,µg/m³,2026-06-13T17:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM2.5,20.88,µg/m³,2026-06-13T16:07:24.406039
Madrid - Plaza España,40.423,-3.712,PM10,16.64,µg/m³,2026-06-13T16:07:24.406039
Madrid - Plaza España,40.423,-3.712,NO2,43.38,µg/m³,2026-06-13T16:07:24.406039
Madrid - Plaza España,40.423,-3.712,O3,68.26,µg/m³,2026-06-13T16:07:24.406039
Madrid - Plaza España,40.423,-3.712,CO,1.62,mg/m³,2026-06-13T16:07:24.406039
Madrid - Plaza España,40.423,-3.712,SO2,3.8,µg/m³,2026-06-13T16:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,11.7,µg/m³,2026-06-14T15:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,15.23,µg/m³,2026-06-14T15:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,46.82,µg/m³,2026-06-14T15:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,69.45,µg/m³,2026-06-14T15:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.16,mg/m³,2026-06-14T15:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,14.11,µg/m³,2026-06-14T15:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,7.08,µg/m³,2026-06-14T14:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,37.06,µg/m³,2026-06-14T14:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,50.45,µg/m³,2026-06-14T14:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,80.97,µg/m³,2026-06-14T14:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.46,mg/m³,2026-06-14T14:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,12.22,µg/m³,2026-06-14T14:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,18.58,µg/m³,2026-06-14T13:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,50.74,µg/m³,2026-06-14T13:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,19.01,µg/m³,2026-06-14T13:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,82.64,µg/m³,2026-06-14T13:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.14,mg/m³,2026-06-14T13:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,12.44,µg/m³,2026-06-14T13:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,23.09,µg/m³,2026-06-14T12:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,42.18,µg/m³,2026-06-14T12:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,41.32,µg/m³,2026-06-14T12:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,71.21,µg/m³,2026-06-14T12:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.26,mg/m³,2026-06-14T12:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,1.84,µg/m³,2026-06-14T12:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,14.88,µg/m³,2026-06-14T11:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,17.98,µg/m³,2026-06-14T11:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,58.59,µg/m³,2026-06-14T11:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,35.34,µg/m³,2026-06-14T11:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.95,mg/m³,2026-06-14T11:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,5.72,µg/m³,2026-06-14T11:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,12.28,µg/m³,2026-06-14T10:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,49.48,µg/m³,2026-06-14T10:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,47.94,µg/m³,2026-06-14T10:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,54.87,µg/m³,2026-06-14T10:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.16,mg/m³,2026-06-14T10:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,11.07,µg/m³,2026-06-14T10:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,14.14,µg/m³,2026-06-14T09:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,59.82,µg/m³,2026-06-14T09:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,63.74,µg/m³,2026-06-14T09:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,65.52,µg/m³,2026-06-14T09:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.48,mg/m³,2026-06-14T09:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,10.52,µg/m³,2026-06-14T09:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,7.89,µg/m³,2026-06-14T08:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,11.53,µg/m³,2026-06-14T08:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,27.88,µg/m³,2026-06-14T08:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,52.38,µg/m³,2026-06-14T08:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.75,mg/m³,2026-06-14T08:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,11.18,µg/m³,2026-06-14T08:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,34.71,µg/m³,2026-06-14T07:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,31.27,µg/m³,2026-06-14T07:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,32.3,µg/m³,2026-06-14T07:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,45.97,µg/m³,2026-06-14T07:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.98,mg/m³,2026-06-14T07:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,1.56,µg/m³,2026-06-14T07:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,39.68,µg/m³,2026-06-14T06:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,38.93,µg/m³,2026-06-14T06:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,36.93,µg/m³,2026-06-14T06:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,70.77,µg/m³,2026-06-14T06:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.02,mg/m³,2026-06-14T06:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,13.23,µg/m³,2026-06-14T06:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,41.03,µg/m³,2026-06-14T05:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,31.09,µg/m³,2026-06-14T05:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,28.84,µg/m³,2026-06-14T05:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,61.46,µg/m³,2026-06-14T05:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.83,mg/m³,2026-06-14T05:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,3.95,µg/m³,2026-06-14T05:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,29.92,µg/m³,2026-06-14T04:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,41.58,µg/m³,2026-06-14T04:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,51.66,µg/m³,2026-06-14T04:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,29.21,µg/m³,2026-06-14T04:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.46,mg/m³,2026-06-14T04:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,13.73,µg/m³,2026-06-14T04:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,12.19,µg/m³,2026-06-14T03:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,21.88,µg/m³,2026-06-14T03:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,63.57,µg/m³,2026-06-14T03:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,32.67,µg/m³,2026-06-14T03:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,1.72,mg/m³,2026-06-14T03:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,7.89,µg/m³,2026-06-14T03:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,14.89,µg/m³,2026-06-14T02:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,53.54,µg/m³,2026-06-14T02:07:24.406039
Madrid - Retiro,40.417,-3.683,NO2,37.27,µg/m³,2026-06-14T02:07:24.406039
Madrid - Retiro,40.417,-3.683,O3,56.04,µg/m³,2026-06-14T02:07:24.406039
Madrid - Retiro,40.417,-3.683,CO,0.78,mg/m³,2026-06-14T02:07:24.406039
Madrid - Retiro,40.417,-3.683,SO2,9.3,µg/m³,2026-06-14T02:07:24.406039
Madrid - Retiro,40.417,-3.683,PM2.5,11.54,µg/m³,2026-06-14T01:07:24.406039
Madrid - Retiro,40.417,-3.683,PM10,29.55,µg/m³,2026-06-14T01:07:24.406039
